,Unnamed: 0,field,section,coverage,classifier,divergent,precision,recall,f1-score,train (Si/No),test (Si/No),pred Si/No,index-feat.comb.,num-features,cand,co-au,cand_comm,comm_cand,BC,CC,cand_other,other_cand,books,articles,other_pubbs,I1,I2,I3,support
132377,132377,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),2208,6,,,X,X,,X,,,X,,,X,X,,34.0
132386,132386,10-G1,2,ABC,svm_0.5,False,0.7097334793720336,0.7108433734939759,0.7086058519793458,39 (16/23),83 (37/46),(33/50),2208,6,,,X,X,,X,,,X,,,X,X,,83.0
132435,132435,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2209,6,,,X,X,,X,,,X,,,X,,X,34.0
132436,132436,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2209,6,,,X,X,,X,,,X,,,X,,X,34.0
132439,132439,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2209,6,,,X,X,,X,,,X,,,X,,X,34.0
132495,132495,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),2210,6,,,X,X,,X,,,X,,,,X,X,34.0
132496,132496,10-G1,2,A,svm_0.5,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),2210,6,,,X,X,,X,,,X,,,,X,X,34.0
132497,132497,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),2210,6,,,X,X,,X,,,X,,,,X,X,34.0
132559,132559,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2211,6,,,X,X,,X,,,,X,X,X,,,34.0
132675,132675,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2213,6,,,X,X,,X,,,,X,X,,,X,34.0
132676,132676,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2213,6,,,X,X,,X,,,,X,X,,,X,34.0
132679,132679,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2213,6,,,X,X,,X,,,,X,X,,,X,34.0
132795,132795,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2215,6,,,X,X,,X,,,,X,,X,,X,34.0
132796,132796,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2215,6,,,X,X,,X,,,,X,,X,,X,34.0
132799,132799,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2215,6,,,X,X,,X,,,,X,,X,,X,34.0
132975,132975,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2218,6,,,X,X,,X,,,,,X,X,,X,34.0
132976,132976,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2218,6,,,X,X,,X,,,,,X,X,,X,34.0
132979,132979,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),2218,6,,,X,X,,X,,,,,X,X,,X,34.0
135408,135408,13-D4,2,A,svm_0.02,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),2258,6,,,X,X,,,,X,X,X,,,X,,55.0
135413,135413,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2258,6,,,X,X,,,,X,X,X,,,X,,58.0
135418,135418,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2258,6,,,X,X,,,,X,X,X,,,X,,60.0
135828,135828,13-D4,2,A,svm_0.02,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),2265,6,,,X,X,,,,X,X,,,,X,X,55.0
135832,135832,13-D4,2,AB,svm_0.1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2265,6,,,X,X,,,,X,X,,,,X,X,58.0
135833,135833,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2265,6,,,X,X,,,,X,X,,,,X,X,58.0
135837,135837,13-D4,2,ABC,svm_0.1,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),2265,6,,,X,X,,,,X,X,,,,X,X,60.0
135838,135838,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2265,6,,,X,X,,,,X,X,,,,X,X,60.0
136187,136187,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),2271,6,,,X,X,,,,X,,X,,,X,X,55.0
136188,136188,13-D4,2,A,svm_0.02,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),2271,6,,,X,X,,,,X,,X,,,X,X,55.0
136193,136193,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2271,6,,,X,X,,,,X,,X,,,X,X,58.0
136198,136198,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2271,6,,,X,X,,,,X,,X,,,X,X,60.0
136442,136442,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2276,6,,,X,X,,,,,X,X,X,X,,,14.0
136443,136443,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2276,6,,,X,X,,,,,X,X,X,X,,,14.0
136563,136563,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2278,6,,,X,X,,,,,X,X,X,,,X,14.0
136682,136682,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2280,6,,,X,X,,,,,X,X,,X,,X,14.0
136683,136683,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2280,6,,,X,X,,,,,X,X,,X,,X,14.0
136798,136798,13-D4,2,ABC,svm_0.02,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),2281,6,,,X,X,,,,,X,X,,,X,X,60.0
136862,136862,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2283,6,,,X,X,,,,,X,,X,X,,X,14.0
136863,136863,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),2283,6,,,X,X,,,,,X,,X,X,,X,14.0
137101,137101,10-G1,1,A,svm_0.5,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),2287,6,,,X,X,,,,,,X,X,X,,X,14.0
137102,137102,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2287,6,,,X,X,,,,,,X,X,X,,X,14.0
137103,137103,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2287,6,,,X,X,,,,,,X,X,X,,X,14.0
137355,137355,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),2291,6,,,X,,X,X,X,X,X,,,,,,34.0
137415,137415,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),2292,6,,,X,,X,X,X,X,,X,,,,,34.0
137416,137416,10-G1,2,A,svm_0.5,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),2292,6,,,X,,X,X,X,X,,X,,,,,34.0
137715,137715,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),2297,6,,,X,,X,X,X,,X,X,,,,,34.0
137716,137716,10-G1,2,A,svm_0.5,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,25 (16/9),34 (16/18),(20/14),2297,6,,,X,,X,X,X,,X,X,,,,,34.0
137779,137779,10-G1,2,A,decisionTree,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,25 (16/9),34 (16/18),(20/14),2298,6,,,X,,X,X,X,,X,,X,,,,34.0
138019,138019,10-G1,2,A,decisionTree,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,25 (16/9),34 (16/18),(20/14),2302,6,,,X,,X,X,X,,,X,X,,,,34.0
138204,138204,10-G1,2,AB,decisionTree,False,0.7321428571428571,0.7307692307692307,0.7303703703703702,20 (10/10),52 (26/26),(24/28),2305,6,,,X,,X,X,X,,,X,,,,X,52.0
138490,138490,10-G1,1,ABC,svm_1,False,0.7077922077922079,0.7142857142857143,0.7085921325051759,23 (16/7),35 (13/22),(11/24),2310,6,,,X,,X,X,X,,,,,X,,X,35.0
138491,138491,10-G1,1,ABC,svm_0.5,False,0.7077922077922079,0.7142857142857143,0.7085921325051759,23 (16/7),35 (13/22),(11/24),2310,6,,,X,,X,X,X,,,,,X,,X,35.0
138615,138615,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),2312,6,,,X,,X,X,,X,X,X,,,,,34.0
138616,138616,10-G1,2,A,svm_0.5,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,25 (16/9),34 (16/18),(18/16),2312,6,,,X,,X,X,,X,X,X,,,,,34.0
139155,139155,10-G1,2,A,svm_1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),2321,6,,,X,,X,X,,X,,,X,X,,,34.0
139519,139519,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,25 (16/9),34 (16/18),(17/17),2327,6,,,X,,X,X,,,X,X,X,,,,34.0
139575,139575,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2328,6,,,X,,X,X,,,X,X,,X,,,34.0
139576,139576,10-G1,2,A,svm_0.5,False,0.7058823529411765,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(16/18),2328,6,,,X,,X,X,,,X,X,,X,,,34.0
139579,139579,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2328,6,,,X,,X,X,,,X,X,,X,,,34.0
139695,139695,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2330,6,,,X,,X,X,,,X,X,,,,X,34.0
139696,139696,10-G1,2,A,svm_0.5,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),2330,6,,,X,,X,X,,,X,X,,,,X,34.0
139699,139699,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2330,6,,,X,,X,X,,,X,X,,,,X,34.0
139755,139755,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2331,6,,,X,,X,X,,,X,,X,X,,,34.0
139756,139756,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2331,6,,,X,,X,X,,,X,,X,X,,,34.0
139759,139759,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2331,6,,,X,,X,X,,,X,,X,X,,,34.0
139875,139875,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2333,6,,,X,,X,X,,,X,,X,,,X,34.0
139876,139876,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2333,6,,,X,,X,X,,,X,,X,,,X,34.0
139879,139879,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2333,6,,,X,,X,X,,,X,,X,,,X,34.0
139986,139986,10-G1,1,AB,svm_0.5,False,0.7274725274725276,0.7142857142857143,0.7172619047619049,17 (13/4),28 (11/17),(13/15),2335,6,,,X,,X,X,,,X,,,X,,X,28.0
139995,139995,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2335,6,,,X,,X,X,,,X,,,X,,X,34.0
139996,139996,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2335,6,,,X,,X,X,,,X,,,X,,X,34.0
139999,139999,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2335,6,,,X,,X,X,,,X,,,X,,X,34.0
140119,140119,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2337,6,,,X,,X,X,,,,X,X,X,,,34.0
140235,140235,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2339,6,,,X,,X,X,,,,X,X,,,X,34.0
140236,140236,10-G1,2,A,svm_0.5,False,0.7058823529411765,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(16/18),2339,6,,,X,,X,X,,,,X,X,,,X,34.0
140239,140239,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2339,6,,,X,,X,X,,,,X,X,,,X,34.0
140355,140355,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2341,6,,,X,,X,X,,,,X,,X,,X,34.0
140356,140356,10-G1,2,A,svm_0.5,False,0.7058823529411765,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(16/18),2341,6,,,X,,X,X,,,,X,,X,,X,34.0
140359,140359,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2341,6,,,X,,X,X,,,,X,,X,,X,34.0
140485,140485,10-G1,2,ABC,svm_1,False,0.7318342194689691,0.7228915662650602,0.7134966124321604,39 (16/23),83 (37/46),(26/57),2343,6,,,X,,X,X,,,,,X,X,X,,83.0
140535,140535,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2344,6,,,X,,X,X,,,,,X,X,,X,34.0
140536,140536,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2344,6,,,X,,X,X,,,,,X,X,,X,34.0
140539,140539,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2344,6,,,X,,X,X,,,,,X,X,,X,34.0
144480,144480,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2410,6,,,X,,X,,,,X,,X,,X,X,14.0
144481,144481,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2410,6,,,X,,X,,,,X,,X,,X,X,14.0
144482,144482,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),2410,6,,,X,,X,,,,X,,X,,X,X,14.0
145096,145096,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),2420,6,,,X,,,X,X,X,X,,,,X,,34.0
145756,145756,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),2431,6,,,X,,,X,X,X,,,,,X,X,34.0
145937,145937,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),2434,6,,,X,,,X,X,,X,X,,,X,,34.0
146004,146004,10-G1,2,AB,decisionTree,False,0.7321428571428571,0.7307692307692307,0.7303703703703702,20 (10/10),52 (26/26),(24/28),2435,6,,,X,,,X,X,,X,X,,,,X,52.0
146356,146356,10-G1,2,A,svm_0.5,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),2441,6,,,X,,,X,X,,X,,,,X,X,34.0
146717,146717,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),2447,6,,,X,,,X,X,,,X,,,X,X,34.0
147173,147173,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2454,6,,,X,,,X,,X,X,X,,,X,,58.0
147178,147178,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2454,6,,,X,,,X,,X,X,X,,,X,,60.0
147590,147590,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2461,6,,,X,,,X,,X,X,,,,X,X,58.0
147591,147591,13-D4,2,AB,svm_0.5,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2461,6,,,X,,,X,,X,X,,,,X,X,58.0
147592,147592,13-D4,2,AB,svm_0.1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2461,6,,,X,,,X,,X,X,,,,X,X,58.0
147598,147598,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2461,6,,,X,,,X,,X,X,,,,X,X,60.0
147950,147950,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2467,6,,,X,,,X,,X,,X,,,X,X,58.0
147951,147951,13-D4,2,AB,svm_0.5,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2467,6,,,X,,,X,,X,,X,,,X,X,58.0
147953,147953,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2467,6,,,X,,,X,,X,,X,,,X,X,58.0
147958,147958,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2467,6,,,X,,,X,,X,,X,,,X,X,60.0
148215,148215,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2472,6,,,X,,,X,,,X,X,X,X,,,34.0
148216,148216,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2472,6,,,X,,,X,,,X,X,X,X,,,34.0
148219,148219,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),2472,6,,,X,,,X,,,X,X,X,X,,,34.0
148276,148276,10-G1,2,A,svm_0.5,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),2473,6,,,X,,,X,,,X,X,X,,X,,34.0
148335,148335,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2474,6,,,X,,,X,,,X,X,X,,,X,34.0
148336,148336,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2474,6,,,X,,,X,,,X,X,X,,,X,34.0
148397,148397,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),2475,6,,,X,,,X,,,X,X,,X,X,,34.0
148455,148455,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2476,6,,,X,,,X,,,X,X,,X,,X,34.0
148456,148456,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2476,6,,,X,,,X,,,X,X,,X,,X,34.0
148459,148459,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2476,6,,,X,,,X,,,X,X,,X,,X,34.0
148550,148550,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2477,6,,,X,,,X,,,X,X,,,X,X,58.0
148555,148555,13-D4,2,ABC,svm_1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2477,6,,,X,,,X,,,X,X,,,X,X,60.0
148556,148556,13-D4,2,ABC,svm_0.5,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2477,6,,,X,,,X,,,X,X,,,X,X,60.0
148557,148557,13-D4,2,ABC,svm_0.1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2477,6,,,X,,,X,,,X,X,,,X,X,60.0
148635,148635,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2479,6,,,X,,,X,,,X,,X,X,,X,34.0
148636,148636,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2479,6,,,X,,,X,,,X,,X,X,,X,34.0
148639,148639,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2479,6,,,X,,,X,,,X,,X,X,,X,34.0
148696,148696,10-G1,2,A,svm_0.5,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),2480,6,,,X,,,X,,,X,,X,,X,X,34.0
148697,148697,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),2480,6,,,X,,,X,,,X,,X,,X,X,34.0
148879,148879,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),2483,6,,,X,,,X,,,,X,X,X,,X,34.0
149270,149270,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2489,6,,,X,,,,X,X,X,X,,,X,,58.0
149271,149271,13-D4,2,AB,svm_0.5,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2489,6,,,X,,,,X,X,X,X,,,X,,58.0
149272,149272,13-D4,2,AB,svm_0.1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2489,6,,,X,,,,X,X,X,X,,,X,,58.0
149273,149273,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2489,6,,,X,,,,X,X,X,X,,,X,,58.0
149275,149275,13-D4,2,ABC,svm_1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2489,6,,,X,,,,X,X,X,X,,,X,,60.0
149276,149276,13-D4,2,ABC,svm_0.5,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2489,6,,,X,,,,X,X,X,X,,,X,,60.0
149277,149277,13-D4,2,ABC,svm_0.1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2489,6,,,X,,,,X,X,X,X,,,X,,60.0
149278,149278,13-D4,2,ABC,svm_0.02,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2489,6,,,X,,,,X,X,X,X,,,X,,60.0
149565,149565,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),2494,6,,,X,,,,X,X,X,,,X,X,,55.0
149566,149566,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),2494,6,,,X,,,,X,X,X,,,X,X,,55.0
149567,149567,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),2494,6,,,X,,,,X,X,X,,,X,X,,55.0
149568,149568,13-D4,2,A,svm_0.02,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),2494,6,,,X,,,,X,X,X,,,X,X,,55.0
149697,149697,13-D4,2,ABC,svm_0.1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2496,6,,,X,,,,X,X,X,,,,X,X,60.0
150050,150050,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2502,6,,,X,,,,X,X,,X,,,X,X,58.0
150051,150051,13-D4,2,AB,svm_0.5,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2502,6,,,X,,,,X,X,,X,,,X,X,58.0
150052,150052,13-D4,2,AB,svm_0.1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2502,6,,,X,,,,X,X,,X,,,X,X,58.0
150053,150053,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),2502,6,,,X,,,,X,X,,X,,,X,X,58.0
150055,150055,13-D4,2,ABC,svm_1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2502,6,,,X,,,,X,X,,X,,,X,X,60.0
150056,150056,13-D4,2,ABC,svm_0.5,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),2502,6,,,X,,,,X,X,,X,,,X,X,60.0
